component	msgctxt	msgid	draft_msgstr	hard_terms
libpq		provider rejected the oauth_client_secret	[REVIEW: untranslated] provider rejected the oauth_client_secret	
libpq		setting timerfd to %ld: %m	[REVIEW: untranslated] setting timerfd to %ld: %m	
libpq		deleting kqueue timer: %m	[REVIEW: untranslated] deleting kqueue timer: %m	
libpq		removing kqueue timer from multiplexer: %m	[REVIEW: untranslated] removing kqueue timer from multiplexer: %m	
libpq		setting kqueue timer to %ld: %m	[REVIEW: untranslated] setting kqueue timer to %ld: %m	
libpq		adding kqueue timer to multiplexer: %m	[REVIEW: untranslated] adding kqueue timer to multiplexer: %m	
libpq		getting timerfd value: %m	[REVIEW: untranslated] getting timerfd value: %m	
libpq		checking kqueue for timeout: %m	[REVIEW: untranslated] checking kqueue for timeout: %m	
libpq		out of memory	[REVIEW: untranslated] out of memory	
libpq		response is too large	[REVIEW: untranslated] response is too large	
libpq		no result was retrieved for the finished handle	[REVIEW: untranslated] no result was retrieved for the finished handle	
libpq		unexpected response code %ld	[REVIEW: untranslated] unexpected response code %ld	
libpq		the issuer identifier (%s) does not match oauth_issuer (%s)	[REVIEW: untranslated] the issuer identifier (%s) does not match oauth_issuer (%s)	
libpq		"issuer ""%s"" does not provide a device authorization endpoint"	"[REVIEW: authorization; untranslated] issuer ""%s"" does not provide a device authorization endpoint"	authorization
libpq		"device authorization endpoint ""%s"" must use HTTPS"	"[REVIEW: authorization; untranslated] device authorization endpoint ""%s"" must use HTTPS"	authorization
libpq		"token endpoint ""%s"" must use HTTPS"	"[REVIEW: untranslated] token endpoint ""%s"" must use HTTPS"	
libpq		slow_down interval overflow	[REVIEW: untranslated] slow_down interval overflow	
libpq		Visit %s and enter the code: %s\n	[REVIEW: untranslated] Visit %s and enter the code: %s\n	
libpq		"libcurl is no longer thread-safe\n	Curl initialization was reported thread-safe when libpq\n	was compiled, but the currently installed version of\n	libcurl reports that it is not. Recompile libpq against\n	the installed version of libcurl."	"[REVIEW: untranslated] libcurl is no longer thread-safe\n[REVIEW: untranslated] 	Curl initialization was reported thread-safe when libpq\n[REVIEW: untranslated] 	was compiled, but the currently installed version of\n[REVIEW: untranslated] 	libcurl reports that it is not. Recompile libpq against\n[REVIEW: untranslated] 	the installed version of libcurl."	
libpq		malformed SCRAM message (empty message)	[REVIEW: untranslated] malformed SCRAM message (empty message)	
libpq		malformed SCRAM message (length mismatch)	[REVIEW: untranslated] malformed SCRAM message (length mismatch)	
libpq		incorrect server signature	[REVIEW: untranslated] incorrect server signature	
libpq		"malformed SCRAM message (attribute ""%c"" expected)"	"[REVIEW: untranslated] malformed SCRAM message (attribute ""%c"" expected)"	
libpq		"malformed SCRAM message (expected character ""="" for attribute ""%c"")"	"[REVIEW: untranslated] malformed SCRAM message (expected character ""="" for attribute ""%c"")"	
libpq		malformed SCRAM message (garbage at end of server-first-message)	[REVIEW: untranslated] malformed SCRAM message (garbage at end of server-first-message)	
libpq		malformed SCRAM message (garbage at end of server-final-message)	[REVIEW: untranslated] malformed SCRAM message (garbage at end of server-final-message)	
libpq		out of memory allocating GSSAPI buffer (%d)	[REVIEW: buffer; untranslated] out of memory allocating GSSAPI buffer (%d)	buffer
libpq		duplicate GSS authentication request	[REVIEW: authentication; untranslated] duplicate GSS authentication request	authentication
libpq		out of memory allocating SSPI buffer (%d)	[REVIEW: buffer; untranslated] out of memory allocating SSPI buffer (%d)	buffer
libpq		duplicate SSPI authentication request	[REVIEW: authentication; untranslated] duplicate SSPI authentication request	authentication
libpq		duplicate SASL authentication request	[REVIEW: authentication; untranslated] duplicate SASL authentication request	authentication
libpq		server offered SCRAM-SHA-256-PLUS authentication over a non-SSL connection	[REVIEW: authentication; untranslated] server offered SCRAM-SHA-256-PLUS authentication over a non-SSL connection	authentication
libpq		none of the server's SASL authentication mechanisms are supported	[REVIEW: authentication; untranslated] none of the server's SASL authentication mechanisms are supported	authentication
libpq		"authentication method requirement ""%s"" failed: server requested %s authentication"	"[REVIEW: authentication] authentication method requirement ""%s"" असफल भयो: server requested %s authentication"	authentication
libpq		channel binding is required, but server did not offer an authentication method that supports channel binding	[REVIEW: authentication; sentence] channel binding is आवश्यक, but server did not offer an authentication method that supports channel binding	authentication
libpq		out of memory allocating SASL buffer (%d)	[REVIEW: buffer; untranslated] out of memory allocating SASL buffer (%d)	buffer
libpq		AuthenticationSASLFinal received from server, but SASL authentication was not completed	[REVIEW: authentication; untranslated] AuthenticationSASLFinal received from server, but SASL authentication was not completed	authentication
libpq		no client response found after SASL exchange success	[REVIEW: untranslated] no client response found after SASL exchange success	
libpq		server requested a cleartext password	[REVIEW: untranslated] server requested a cleartext password	
libpq		server requested a hashed password	[REVIEW: untranslated] server requested a hashed password	
libpq		server requested GSSAPI authentication	[REVIEW: authentication; untranslated] server requested GSSAPI authentication	authentication
libpq		server requested SSPI authentication	[REVIEW: authentication; untranslated] server requested SSPI authentication	authentication
libpq		server requested SASL authentication	[REVIEW: authentication; untranslated] server requested SASL authentication	authentication
libpq		server requested an unknown authentication type	[REVIEW: authentication] server requested an अज्ञात authentication type	authentication
libpq		server did not request an SSL certificate	[REVIEW: untranslated] server did not request an SSL certificate	
libpq		server accepted connection without a valid SSL certificate	[REVIEW: untranslated] server accepted connection without a valid SSL certificate	
libpq		server did not complete authentication	[REVIEW: authentication; untranslated] server did not complete authentication	authentication
libpq		"authentication method requirement ""%s"" failed: %s"	"[REVIEW: authentication] authentication method requirement ""%s"" असफल भयो: %s"	authentication
libpq		channel binding required but not supported by server's authentication request	[REVIEW: authentication] channel binding आवश्यक but not supported by server's authentication request	authentication
libpq		Kerberos 4 authentication not supported	[REVIEW: authentication; untranslated] Kerberos 4 authentication not supported	authentication
libpq		Kerberos 5 authentication not supported	[REVIEW: authentication; untranslated] Kerberos 5 authentication not supported	authentication
libpq		GSSAPI authentication not supported	[REVIEW: authentication; untranslated] GSSAPI authentication not supported	authentication
libpq		SSPI authentication not supported	[REVIEW: authentication; untranslated] SSPI authentication not supported	authentication
libpq		Crypt authentication not supported	[REVIEW: authentication; untranslated] Crypt authentication not supported	authentication
libpq		authentication method %u not supported	[REVIEW: authentication; untranslated] authentication method %u not supported	authentication
libpq		unexpected shape of result set returned for SHOW	[REVIEW: untranslated] unexpected shape of result set returned for SHOW	
libpq		"""password_encryption"" value too long"	"[REVIEW: untranslated] ""password_encryption"" value too long"	
libpq		"unrecognized password encryption algorithm ""%s"""	"[REVIEW: untranslated] unrecognized password encryption algorithm ""%s"""	
libpq		connection pointer is NULL	[REVIEW: untranslated] connection pointer is NULL	
libpq		connection not open	[REVIEW: untranslated] connection not open	
libpq		no cancellation key received	[REVIEW: untranslated] no cancellation key received	
libpq		cancel request is already being sent on this connection	[REVIEW: untranslated] cancel request is already being sent on this connection	
libpq		unexpected response from server	[REVIEW: untranslated] unexpected response from server	
libpq		"require_auth method ""%s"" is specified more than once"	"[REVIEW: untranslated] require_auth method ""%s"" is specified more than once"	
libpq		"weak sslmode ""%s"" may not be used with sslnegotiation=direct (use ""require"", ""verify-ca"", or ""verify-full"")"	"[REVIEW: untranslated] weak sslmode ""%s"" may not be used with sslnegotiation=direct (use ""require"", ""verify-ca"", or ""verify-full"")"	
libpq		"weak sslmode ""%s"" may not be used with sslrootcert=system (use ""verify-full"")"	"[REVIEW: untranslated] weak sslmode ""%s"" may not be used with sslrootcert=system (use ""verify-full"")"	
libpq		"%s value ""%s"" is not supported (check OpenSSL version)"	"[REVIEW: untranslated] %s value ""%s"" is not supported (check OpenSSL version)"	
libpq		min_protocol_version is greater than max_protocol_version	[REVIEW: untranslated] min_protocol_version is greater than max_protocol_version	
libpq		"	Is the server running locally and accepting connections on that socket?"	"[REVIEW: untranslated] 	Is the server running locally and accepting connections on that socket?"	
libpq		"	Is the server running on that host and accepting TCP/IP connections?"	"[REVIEW: untranslated] 	Is the server running on that host and accepting TCP/IP connections?"	
libpq		"Unix-domain socket path ""%s"" is too long (maximum %d bytes)"	"[REVIEW: untranslated] Unix-domain socket path ""%s"" is too long (maximum %d bytes)"	
libpq		GSSAPI encryption required but it is not supported over a local socket	[REVIEW: sentence] GSSAPI encryption आवश्यक but it is not supported over a local socket	
libpq		could not set socket to nonblocking mode: %s	[REVIEW: lock] गर्न सकिएन set socket to nonblocking mode: %s	lock
